Severity;Name;Vulnerability_url;Package;Versions;CVE;GitHub Advisory;GitHub Commit;GitHub Release;GitHub Release Tag;GitHub Additional Information;GitHub PR;GitHub Issue;NVD
H;Externally-Controlled Format String;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013497;tensorflow-cpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15203;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xmq7-7fxm-rr79;https://github.com/tensorflow/tensorflow/commit/33be22c65d86256e6826666662e40dbdfe70ee83;;;https://github.com/advisories/GHSA-xmq7-7fxm-rr79;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15203
H;Externally-Controlled Format String;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013496;tensorflow;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15203;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xmq7-7fxm-rr79;https://github.com/tensorflow/tensorflow/commit/33be22c65d86256e6826666662e40dbdfe70ee83;;;https://github.com/advisories/GHSA-xmq7-7fxm-rr79;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15203
M;NULL Pointer Dereference;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013463;tensorflow-gpu;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15191;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q8qj-fc9q-cphr;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15191
M;NULL Pointer Dereference;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013464;tensorflow-cpu;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15191;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q8qj-fc9q-cphr;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15191
M;NULL Pointer Dereference;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013465;tensorflow;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15191;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q8qj-fc9q-cphr;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15191
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013466;tensorflow-gpu;[2.3.0, 2.3.1);CVE-2020-15197;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qc53-44cj-vfvx;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15197
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013468;tensorflow-cpu;[2.3.0, 2.3.1);CVE-2020-15197;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qc53-44cj-vfvx;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15197
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013467;tensorflow;[2.3.0, 2.3.1);CVE-2020-15197;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qc53-44cj-vfvx;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15197
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013462;tensorflow-gpu;[2.3.0, 2.3.1);CVE-2020-15199;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x5cp-9pcf-pp3h;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15199
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013460;tensorflow-cpu;[2.3.0, 2.3.1);CVE-2020-15199;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x5cp-9pcf-pp3h;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15199
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013461;tensorflow;[2.3.0, 2.3.1);CVE-2020-15199;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x5cp-9pcf-pp3h;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15199
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013457;tensorflow-gpu;[2.3.0, 2.3.1);CVE-2020-15198;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3;;;;https://github.com/advisories/GHSA-jc87-6vpp-7ff3;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15198
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013458;tensorflow-cpu;[2.3.0, 2.3.1);CVE-2020-15198;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3;;;;https://github.com/advisories/GHSA-jc87-6vpp-7ff3;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15198
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013459;tensorflow;[2.3.0, 2.3.1);CVE-2020-15198;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3;;;;https://github.com/advisories/GHSA-jc87-6vpp-7ff3;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15198
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013451;tensorflow-gpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15194;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9mqp-7v2h-2382;;;;https://github.com/advisories/GHSA-9mqp-7v2h-2382;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15194
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013453;tensorflow-cpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15194;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9mqp-7v2h-2382;;;;https://github.com/advisories/GHSA-9mqp-7v2h-2382;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15194
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013452;tensorflow;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15194;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9mqp-7v2h-2382;;;;https://github.com/advisories/GHSA-9mqp-7v2h-2382;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15194
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013448;tensorflow-gpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15206;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-w5gh-2wr2-pm6g;https://github.com/tensorflow/tensorflow/commit/adf095206f25471e864a8e63a0f1caef53a0e3a6;https://github.com/tensorflow/tensorflow/releases/tag/v2.3.1;;;;;
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013449;tensorflow-cpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15206;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-w5gh-2wr2-pm6g;https://github.com/tensorflow/tensorflow/commit/adf095206f25471e864a8e63a0f1caef53a0e3a6;https://github.com/tensorflow/tensorflow/releases/tag/v2.3.1;;;;;
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013450;tensorflow;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15206;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-w5gh-2wr2-pm6g;https://github.com/tensorflow/tensorflow/commit/adf095206f25471e864a8e63a0f1caef53a0e3a6;https://github.com/tensorflow/tensorflow/releases/tag/v2.3.1;;;;;
M;Uninitialized Memory Exposure;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013445;tensorflow-gpu;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15192;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8fxw-76px-3rxv;https://github.com/tensorflow/tensorflow/commit/22e07fb204386768e5bcbea563641ea11f96ceb8;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15192
M;Uninitialized Memory Exposure;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013447;tensorflow-cpu;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15192;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8fxw-76px-3rxv;https://github.com/tensorflow/tensorflow/commit/22e07fb204386768e5bcbea563641ea11f96ceb8;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15192
M;Uninitialized Memory Exposure;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013446;tensorflow;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15192;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8fxw-76px-3rxv;https://github.com/tensorflow/tensorflow/commit/22e07fb204386768e5bcbea563641ea11f96ceb8;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15192
L;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013442;tensorflow-gpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15190;;https://github.com/tensorflow/tensorflow/commit/da8558533d925694483d2c136a9220d6d49d843c;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15190
L;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013443;tensorflow-cpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15190;;https://github.com/tensorflow/tensorflow/commit/da8558533d925694483d2c136a9220d6d49d843c;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15190
L;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013444;tensorflow;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15190;;https://github.com/tensorflow/tensorflow/commit/da8558533d925694483d2c136a9220d6d49d843c;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15190
H;Improper Verification of Cryptographic Signature;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-1012562;ansible;[2.8.0,2.8.15),[2.9.0,2.9.13);CVE-2020-14365;;;;;;;;
M;Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-PYMINIRACER-1009830;py-mini-racer;[,0.3.0);CVE-2020-25489;;;;;;;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-830161;apache-airflow;[,1.10.12);CVE-2020-13944;;;;;;;;
H;Regular Expression Denial of Service (ReDoS);https://snyk.io/vuln/SNYK-PYTHON-PYLINT-609883;pylint;[0,];;;https://github.com/PyCQA/pylint/commit/5405dd5115d598fa69e49538d50ec79202b1b52e;;;;;;
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-PIP-609855;pip;[,19.2);CVE-2019-20916;;https://github.com/gzpan123/pip/commit/a4c735b14a62f9cb864533808ac63936704f2ace;;;;;https://github.com/pypa/pip/issues/6413;
M;Regular Expression Denial of Service (ReDoS);https://snyk.io/vuln/SNYK-PYTHON-PYLINT-609767;pylint;[0,);;;https://github.com/PyCQA/pylint/commit/5405dd5115d598fa69e49538d50ec79202b1b52e;;;;;https://github.com/PyCQA/pylint/issues/3811;
H;Insecure Permissions;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-609369;django;[2.2,2.2.16),[3.0,3.0.10),[3.1,3.1.1);CVE-2020-24584;;;;;;;;
H;Insecure Permissions;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-609368;django;[2.2,2.2.16),[3.0, 3.0.10),[3.1, 3.1.1);CVE-2020-24583;;;;;;;;
H;Arbitrary Shell Injection;https://snyk.io/vuln/SNYK-PYTHON-PYTORCHLIGHTNING-609296;pytorch-lightning;[,0.9.0);;;;;;;https://github.com/PyTorchLightning/pytorch-lightning/pull/2786;https://github.com/PyTorchLightning/pytorch-lightning/issues/2782;
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-FLASKCORS-608972;flask-cors;[,3.0.9);CVE-2020-25032;;;;;;https://github.com/corydolphin/flask-cors/pull/272;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PDOC3-608847;pdoc3;[, 0.9.0);;;https://github.com/pdoc3/pdoc/commit/d9df475f5ab8afd2c45c920827ddd75fcb66b238;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-SQLALCHEMY-590109;sqlalchemy;[0, 1.3.19);;;https://github.com/sqlalchemy/sqlalchemy/commit/d3ba45c00f83f7d57be5fb5caa7fb27f61624e28;;;;;https://github.com/sqlalchemy/sqlalchemy/issues/5470;
L;Cleartext Storage of Sensitive Information;https://snyk.io/vuln/SNYK-PYTHON-DJANGOCELERYRESULTS-598234;django-celery-results;[0,];CVE-2020-17495;;;;;;;https://github.com/celery/django-celery-results/issues/142;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-DATASETTE-598229;datasette;[,0.46);;;https://github.com/simonw/datasette/commit/7f10f0f7664d474c1be82bf668829e3b736a3d2b;;;;;https://github.com/simonw/datasette/issues/918;
L;Uninitialized Memory Exposure;https://snyk.io/vuln/SNYK-PYTHON-ASYNCPG-597672;asyncpg;[,0.21.0);CVE-2020-17446;;https://github.com/MagicStack/asyncpg/commit/69bcdf5bf7696b98ee708be5408fd7d854e910d0;;;;;;
M;Cryptographic Issues;https://snyk.io/vuln/SNYK-PYTHON-IPADDRESS-590065;ipaddress;[0,];CVE-2020-14422;;;;;;https://github.com/phihag/ipaddress/pull/56;https://github.com/phihag/ipaddress/issues/55;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-597661;ansible;[,2.8.14),[2.9.0,2.9.12);CVE-2020-14330;;;;;;https://github.com/ansible/ansible/pull/70762/;;
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-TFTPY-597660;tftpy;[0,];;;;;;;;https://github.com/msoulier/tftpy/issues/110;
H;Authentication Bypass;https://snyk.io/vuln/SNYK-PYTHON-PYBCRYPT-597179;py-bcrypt;[,0.3);CVE-2013-1895;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2013-1895
H;Command Injection;https://snyk.io/vuln/SNYK-PYTHON-OSC-597178;osc;[,0.151);CVE-2015-0778;;;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-597084;tensorflow;[0, 1.12.2);CVE-2019-9635;;;;;;;;
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-PYYAML-590151;pyyaml;[0,];CVE-2020-14343;;;;;;;https://github.com/yaml/pyyaml/issues/420;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-WAGTAIL-585980;wagtail;[,2.7.4),[2.8.0, 2.9.3);CVE-2020-15118;;https://github.com/wagtail/wagtail/commit/d9a41e7f24d08c024acc9a3094940199df94db34;https://github.com/wagtail/wagtail/blob/master/docs/releases/2.9.3.rst;;;;;
M;HTTP Response Splitting;https://snyk.io/vuln/SNYK-PYTHON-UVICORN-570471;uvicorn;[,0.11.7);CVE-2020-7695;;;;;;;;
L;Log Injection;https://snyk.io/vuln/SNYK-PYTHON-UVICORN-575560;uvicorn;[,0.11.7);CVE-2020-7694;;;;;;;;
M;Authentication Bypass;https://snyk.io/vuln/SNYK-PYTHON-JUPYTERHUBKUBESPAWNER-585938;jupyterhub-kubespawner;[,0.12.0);CVE-2020-15110;https://github.com/jupyterhub/kubespawner/security/advisories/GHSA-v7m9-9497-p9gr;https://github.com/jupyterhub/kubespawner/commit/3dfe870a7f5e98e2e398b01996ca6b8eff4bb1d0;;;;;;
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-STARLETTE-573266;starlette;[0,0.13.5);;;;;;;https://github.com/encode/starlette/pull/985/files;https://github.com/encode/starlette/issues/981;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-585821;ansible;[,2.8.14),[2.9.0, 2.9.12);CVE-2020-14332;;;;;;https://github.com/ansible/ansible/pull/71033;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-585819;apache-airflow;[0,1.10.11);CVE-2020-9485;;;;;;;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-585818;apache-airflow;[0,1.10.11);CVE-2020-11983;;;;;;;;
H;Remote Code Execution (RCE);https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-585817;apache-airflow;[0,1.10.11);CVE-2020-11978;;;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-CHANNELSREDIS-574718;channels-redis;[0,3.0.0);;;https://github.com/django/channels_redis/commit/c13b3453f976e23a617fc55f9748609c1692c8f0;;;;https://github.com/django/channels_redis/pull/184;https://github.com/django/channels_redis/issues/182;
H;Insecure Default;https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-570290;apache-airflow;[0,1.10.11);CVE-2020-11982;;;;;;https://github.com/apache/airflow/pull/7205;;
H;Command Injection;https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-570291;apache-airflow;[0,1.10.11);CVE-2020-11981;;;;;;https://github.com/apache/airflow/pull/9178;;
H;Deserialization of Untrusted Data;https://snyk.io/vuln/SNYK-PYTHON-BEAKER-575115;beaker;[0,];CVE-2013-7489;;;;;;;https://github.com/bbangert/beaker/issues/191;
M;Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-PILLOW-574577;pillow;[, 7.1.0);CVE-2020-10379;;https://github.com/python-pillow/Pillow/commit/46f4a349b88915787fea3fb91348bb1665831bbb#diff-9478f2787e3ae9668a15123b165c23ac;;;;https://github.com/python-pillow/Pillow/pull/4538;;
M;Out-of-bounds Read;https://snyk.io/vuln/SNYK-PYTHON-PILLOW-574574;pillow;[0, 7.1.0);CVE-2020-11538;;;;;;https://github.com/python-pillow/Pillow/pull/4504;;
M;Out-of-bounds Read;https://snyk.io/vuln/SNYK-PYTHON-PILLOW-574575;pillow;[0, 7.1.0);CVE-2020-10994;;https://github.com/python-pillow/Pillow/commits/master/src/libImaging/;;;;https://github.com/python-pillow/Pillow/pull/4505;;
M;Out-of-bounds Read;https://snyk.io/vuln/SNYK-PYTHON-PILLOW-574576;pillow;[, 7.1.0);CVE-2020-10378;;https://github.com/python-pillow/Pillow/commit/6a83e4324738bb0452fbe8074a995b1c73f08de7#diff-9478f2787e3ae9668a15123b165c23ac;;;;https://github.com/python-pillow/Pillow/pull/4538;;
M;Out-of-Bounds;https://snyk.io/vuln/SNYK-PYTHON-PILLOW-574573;pillow;[, 7.1.0);CVE-2020-10177;;;;;;https://github.com/python-pillow/Pillow/pull/4503;;
L;Insecure Permissions;https://snyk.io/vuln/SNYK-PYTHON-RTSLIBFB-572839;rtslib-fb;[,2.1.73);CVE-2020-14019;;;;;;https://github.com/open-iscsi/rtslib-fb/pull/162;;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-571013;django;[3.0.0, 3.0.7),[2.2.0, 2.2.13);CVE-2020-13254;;https://github.com/django/django/commit/07e59caa02831c4569bbebb9eb773bdd9cb4b206;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-DJANGO-571014;django;[3.0.0, 3.0.7),[2.2.0, 2.2.13);CVE-2020-13596;;https://github.com/django/django/commit/6d61860b22875f358fac83d903dc629897934815;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-GDAL-571002;gdal;[,3.1.0);;;;;;;https://github.com/OSGeo/gdal/pull/2207/files;;
M;Access Restriction Bypass;https://snyk.io/vuln/SNYK-PYTHON-RSA-570831;rsa;[0,4.1);CVE-2020-13757;;https://github.com/sybrenstuvel/python-rsa/commit/93af6f2f89a9bf28361e67716c4240e691520f30;;;;;https://github.com/sybrenstuvel/python-rsa/issues/146;
H;HTTP Request Smuggling;https://snyk.io/vuln/SNYK-PYTHON-MEINHELD-569140;meinheld;[,1.0.2);CVE-2020-7658;;;;;;;;
M;Cryptographic Weakness;https://snyk.io/vuln/SNYK-PYTHON-PASSLIB-569603;passlib;[,1.7.3);;;;;;;;;
M;Race Condition;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-569107;ansible;[2.9.0b1,2.9.10),[,2.8.13);CVE-2020-10744;;;;;;;;
M;information leakage;https://snyk.io/vuln/SNYK-PYTHON-FASTAPI-569038;fastapi;[0.36.0, 0.37.0);;;;;;;https://github.com/tiangolo/fastapi/commit/6c6bdb62337ab2e05438d99fce66113e375ddb04;;
M;Server-side request forgery (SSRF);https://snyk.io/vuln/SNYK-PYTHON-EC2METADATA-569069;ec2-metadata;[,2.2.0);;;;;;;;https://github.com/adamchainz/ec2-metadata/issues/150;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-SCEPTRE-569070;sceptre;[,2.3.0);;;https://github.com/Sceptre/sceptre/commit/6d4124bdc9d4d5277c3f5cdc5eb7d6db9696b667;;;;;;
H;Cross Site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-MARKDOWN2-568905;markdown2;[,2.3.9);;;;;;;https://github.com/trentm/python-markdown2/pull/350;;
H;Arbitrary File Write via Archive Extraction (Zip Slip);https://snyk.io/vuln/SNYK-PYTHON-PLATFORMIO-568834;platformio;[,4.1.0);;;https://github.com/platformio/platformio-core/commit/798b12ce7b097fdcb5056d84054fe157aa12a9ff;;;;;https://github.com/platformio/platformio-core/issues/2995;
M;Access Restriction Bypass;https://snyk.io/vuln/SNYK-PYTHON-DJANGOHASHIDFIELD-568867;django-hashid-field;[,3.1.1);;;https://github.com/nshafer/django-hashid-field/commit/2a0be45333c5a700bbba0e15533ff8dce589e956;;;;;;
M;Credential Exposure;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-568827;ansible;[2.7.0, 2.7.17),[2.8.0 , 2.8.11),[2.9.0, 2.9.7);CVE-2020-10685;;;;;;https://github.com/ansible/ansible/pull/68433;;
H;Privilege Escalation;https://snyk.io/vuln/SNYK-PYTHON-KEYSTONE-568766;keystone;[,15.0.1),[16.0.0 ,16.0.1);CVE-2020-12691;;;;;;;;
M;Improper Access Control;https://snyk.io/vuln/SNYK-PYTHON-KEYSTONE-568463;keystone;[0, 17.0.0);CVE-2020-12690;;;;;;;;
M;Improper Authentication;https://snyk.io/vuln/SNYK-PYTHON-KEYSTONE-568468;keystone;[0, 17.0.0);CVE-2020-12692;;https://github.com/openstack/keystone/commit/ab89ea749013e7f2c46260f68504f5687763e019;;;;;;
H;Improper Access Control;https://snyk.io/vuln/SNYK-PYTHON-KEYSTONE-568466;keystone;[0, 17.0.0);CVE-2020-12689;;;;;;;;
M;Out-of-bounds Read;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-568085;tensorflow;[,1.7.0);CVE-2018-21233;;https://github.com/tensorflow/tensorflow/commit/49f73c55d56edffebde4bca4a407ad69c1cae433;;;;;;
M;Remote Code Execution;https://snyk.io/vuln/SNYK-PYTHON-PYLINT-568073;pylint;[1.1.0,2.5.0);;;;;;;https://github.com/PyCQA/pylint/pull/3411;https://github.com/PyCQA/pylint/issues/959;
H;Cross Site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-SOCKJSTORNADO-568071;sockjs-tornado;[,1.0.7);;;;;;;;https://github.com/mrjoes/sockjs-tornado/issues/116;
M;Timing Attack;https://snyk.io/vuln/SNYK-PYTHON-WAGTAIL-568030;wagtail;[,2.7.3),[2.8.0, 2.8.2);CVE-2020-11037;;;;;;;;
M;Insecure Permissions;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-568018;ansible;[2.9.0, 2.9.7);CVE-2020-10691;;;;;;https://github.com/ansible/ansible/pull/68596;;
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-SALT-568025;salt;[,2019.2.4),[3000, 3000.2);CVE-2020-11652;;;;;;;;
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-SALT-568031;salt;[,2019.2.4),[3000, 3000.2);CVE-2020-11651;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-SPHINX-570772;sphinx;[,3.0.4);CVE-2020-11022;;https://github.com/jquery/jquery/commit/1d61fd9407e6fbe82fe55cb0b938307aa0791f77;;;;;;
H;Inadequate Encryption Strength;https://snyk.io/vuln/SNYK-PYTHON-PYTHONKEYSTONECLIENT-567487;python-keystoneclient;[0.2.3, 0.3.0);CVE-2013-2166;;;;;;;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-MARKDOWN2-567097;markdown2;[0, 2.3.9);CVE-2020-11888;;;;;;;https://github.com/trentm/python-markdown2/issues/348;
H;Insufficient Verification of Data Authenticity;https://snyk.io/vuln/SNYK-PYTHON-PYTHONKEYSTONECLIENT-559795;python-keystoneclient;[0.2.3,0.3.0);CVE-2013-2167;;;;;;;;
H;Command Injection;https://snyk.io/vuln/SNYK-PYTHON-MITMPROXY-565718;mitmproxy;[,5.0.0);;;https://github.com/mitmproxy/mitmproxy/commit/d027891cec67e190403fc4fa73f17d7a74f02720;;;;;;
M;Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-CONFLUENTKAFKA-565716;confluent-kafka;[,1.4.0);;;https://github.com/edenhill/librdkafka/commit/8f7a4c858afc8ff24672426473448c3e0c56cfc3;;;;;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-WAGTAIL-565486;wagtail;[1.9.0, 2.7.2),[2.8.0, 2.8.1);CVE-2020-11001;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-SPHINX-570773;sphinx;[,3.0.4);CVE-2020-11023;;https://github.com/jquery/jquery/commit/1d61fd9407e6fbe82fe55cb0b938307aa0791f77;;;;;;
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-THRIFT-564343;thrift;[,0.9.0);;;;;;;;;
L;Insufficient Entropy;https://snyk.io/vuln/SNYK-PYTHON-WERKZEUG-564340;werkzeug;[,0.3.1);;;https://github.com/pallets/werkzeug/commit/84eabcaa81f60d47939ac2d43f01d01eeab598a4;;;;;;
L;Insufficient Randomness;https://snyk.io/vuln/SNYK-PYTHON-WERKZEUG-564338;werkzeug;[,0.12);;;;;;;https://github.com/pallets/werkzeug/pull/753;;
M;Command Injection;https://snyk.io/vuln/SNYK-PYTHON-CODECOV-564342;codecov;[,2.0.17);;;https://github.com/codecov/codecov-python/commit/f2c93c7893847e50639416c1bc2e38cb375825d8;;;;https://github.com/codecov/codecov-python/pull/234;;
