Severity;Name;Vulnerability_url;Package;Versions;CVE;GitHub Advisory;GitHub Commit;GitHub Release;GitHub Release Tag;GitHub Additional Information;GitHub PR;GitHub Issue;NVD
H;Out-of-Bounds;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013501;tensorflow-gpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15208;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mxjj-953w-2c2v;https://github.com/tensorflow/tensorflow/commit/8ee24e7949a203d234489f9da2c5bf45a7d5157d;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15208
H;Out-of-Bounds;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013503;tensorflow-cpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15208;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mxjj-953w-2c2v;https://github.com/tensorflow/tensorflow/commit/8ee24e7949a203d234489f9da2c5bf45a7d5157d;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15208
H;Out-of-Bounds;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013502;tensorflow;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15208;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mxjj-953w-2c2v;https://github.com/tensorflow/tensorflow/commit/8ee24e7949a203d234489f9da2c5bf45a7d5157d;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15208
H;Out-of-bounds Read;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013498;tensorflow-gpu;[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15207;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q4qf-3fc6-8x34;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15207
H;Out-of-bounds Read;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013499;tensorflow-cpu;[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15207;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q4qf-3fc6-8x34;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15207
H;Out-of-bounds Read;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013500;tensorflow;[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15207;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q4qf-3fc6-8x34;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15207
H;Externally-Controlled Format String;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013495;tensorflow-gpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15203;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xmq7-7fxm-rr79;https://github.com/tensorflow/tensorflow/commit/33be22c65d86256e6826666662e40dbdfe70ee83;;;https://github.com/advisories/GHSA-xmq7-7fxm-rr79;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15203
H;Externally-Controlled Format String;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013497;tensorflow-cpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15203;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xmq7-7fxm-rr79;https://github.com/tensorflow/tensorflow/commit/33be22c65d86256e6826666662e40dbdfe70ee83;;;https://github.com/advisories/GHSA-xmq7-7fxm-rr79;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15203
H;Externally-Controlled Format String;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013496;tensorflow;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15203;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xmq7-7fxm-rr79;https://github.com/tensorflow/tensorflow/commit/33be22c65d86256e6826666662e40dbdfe70ee83;;;https://github.com/advisories/GHSA-xmq7-7fxm-rr79;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15203
M;NULL Pointer Dereference;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013463;tensorflow-gpu;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15191;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q8qj-fc9q-cphr;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15191
M;NULL Pointer Dereference;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013464;tensorflow-cpu;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15191;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q8qj-fc9q-cphr;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15191
M;NULL Pointer Dereference;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013465;tensorflow;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15191;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-q8qj-fc9q-cphr;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15191
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013466;tensorflow-gpu;[2.3.0, 2.3.1);CVE-2020-15197;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qc53-44cj-vfvx;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15197
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013468;tensorflow-cpu;[2.3.0, 2.3.1);CVE-2020-15197;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qc53-44cj-vfvx;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15197
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013467;tensorflow;[2.3.0, 2.3.1);CVE-2020-15197;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-qc53-44cj-vfvx;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15197
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013462;tensorflow-gpu;[2.3.0, 2.3.1);CVE-2020-15199;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x5cp-9pcf-pp3h;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15199
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013460;tensorflow-cpu;[2.3.0, 2.3.1);CVE-2020-15199;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x5cp-9pcf-pp3h;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15199
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013461;tensorflow;[2.3.0, 2.3.1);CVE-2020-15199;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x5cp-9pcf-pp3h;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15199
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013457;tensorflow-gpu;[2.3.0, 2.3.1);CVE-2020-15198;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3;;;;https://github.com/advisories/GHSA-jc87-6vpp-7ff3;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15198
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013458;tensorflow-cpu;[2.3.0, 2.3.1);CVE-2020-15198;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3;;;;https://github.com/advisories/GHSA-jc87-6vpp-7ff3;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15198
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013459;tensorflow;[2.3.0, 2.3.1);CVE-2020-15198;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-jc87-6vpp-7ff3;;;;https://github.com/advisories/GHSA-jc87-6vpp-7ff3;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15198
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013451;tensorflow-gpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15194;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9mqp-7v2h-2382;;;;https://github.com/advisories/GHSA-9mqp-7v2h-2382;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15194
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013453;tensorflow-cpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15194;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9mqp-7v2h-2382;;;;https://github.com/advisories/GHSA-9mqp-7v2h-2382;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15194
M;Heap-based Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013452;tensorflow;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15194;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9mqp-7v2h-2382;;;;https://github.com/advisories/GHSA-9mqp-7v2h-2382;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15194
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013448;tensorflow-gpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15206;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-w5gh-2wr2-pm6g;https://github.com/tensorflow/tensorflow/commit/adf095206f25471e864a8e63a0f1caef53a0e3a6;https://github.com/tensorflow/tensorflow/releases/tag/v2.3.1;;;;;
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013449;tensorflow-cpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15206;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-w5gh-2wr2-pm6g;https://github.com/tensorflow/tensorflow/commit/adf095206f25471e864a8e63a0f1caef53a0e3a6;https://github.com/tensorflow/tensorflow/releases/tag/v2.3.1;;;;;
H;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013450;tensorflow;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15206;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-w5gh-2wr2-pm6g;https://github.com/tensorflow/tensorflow/commit/adf095206f25471e864a8e63a0f1caef53a0e3a6;https://github.com/tensorflow/tensorflow/releases/tag/v2.3.1;;;;;
M;Uninitialized Memory Exposure;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013445;tensorflow-gpu;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15192;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8fxw-76px-3rxv;https://github.com/tensorflow/tensorflow/commit/22e07fb204386768e5bcbea563641ea11f96ceb8;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15192
M;Uninitialized Memory Exposure;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013447;tensorflow-cpu;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15192;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8fxw-76px-3rxv;https://github.com/tensorflow/tensorflow/commit/22e07fb204386768e5bcbea563641ea11f96ceb8;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15192
M;Uninitialized Memory Exposure;https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013446;tensorflow;[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15192;https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8fxw-76px-3rxv;https://github.com/tensorflow/tensorflow/commit/22e07fb204386768e5bcbea563641ea11f96ceb8;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15192
L;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWGPU-1013442;tensorflow-gpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15190;;https://github.com/tensorflow/tensorflow/commit/da8558533d925694483d2c136a9220d6d49d843c;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15190
L;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOWCPU-1013443;tensorflow-cpu;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15190;;https://github.com/tensorflow/tensorflow/commit/da8558533d925694483d2c136a9220d6d49d843c;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15190
L;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013444;tensorflow;[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1);CVE-2020-15190;;https://github.com/tensorflow/tensorflow/commit/da8558533d925694483d2c136a9220d6d49d843c;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2020-15190
H;Improper Verification of Cryptographic Signature;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-1012562;ansible;[2.8.0,2.8.15),[2.9.0,2.9.13);CVE-2020-14365;;;;;;;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-CABOT-609862;cabot;[0,];CVE-2020-7734;;;;;;https://github.com/arachnys/cabot/pull/694;;
M;Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-PYMINIRACER-1009830;py-mini-racer;[,0.3.0);CVE-2020-25489;;;;;;;;
H;Remote Code Execution (RCE);https://snyk.io/vuln/SNYK-PYTHON-APACHESUPERSET-1009831;apache-superset;[,0.37.1);CVE-2020-13948;;;;;;;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-830161;apache-airflow;[,1.10.12);CVE-2020-13944;;;;;;;;
H;Arbitrary Code Injection;https://snyk.io/vuln/SNYK-PYTHON-SOLRPY-598893;solrpy;[0,];;;;;;;;https://github.com/search5/solrpy/issues/56;
H;Regular Expression Denial of Service (ReDoS);https://snyk.io/vuln/SNYK-PYTHON-PYLINT-609883;pylint;[0,2.6.1);;;https://github.com/PyCQA/pylint/commit/5405dd5115d598fa69e49538d50ec79202b1b52e;;;;;https://github.com/PyCQA/pylint/issues/3811;
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-PERSONNUMMER-674152;personnummer;[, 3.0.2);;https://github.com/personnummer/python/security/advisories/GHSA-rxq3-5249-8hgg;https://github.com/personnummer/php/commit/3d22e5316d8546ac939e7818cd69118f874152ab;;;https://github.com/advisories/GHSA-rxq3-5249-8hgg;;;
M;Improper Authorization;https://snyk.io/vuln/SNYK-PYTHON-TUF-610278;tuf;[,0.12);CVE-2020-15163;https://github.com/theupdateframework/tuf/security/advisories/GHSA-f8mr-jv2c-v8mg;https://github.com/theupdateframework/tuf/commit/3d342e648fbacdf43a13d7ba8886aaaf07334af7;https://github.com/theupdateframework/tuf/releases/tag/v0.12.0;;;https://github.com/theupdateframework/tuf/pull/885;;
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-PIP-609855;pip;[,19.2);CVE-2019-20916;;https://github.com/gzpan123/pip/commit/a4c735b14a62f9cb864533808ac63936704f2ace;;;;;https://github.com/pypa/pip/issues/6413;
H;Insecure Permissions;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-609369;django;[2.2,2.2.16),[3.0,3.0.10),[3.1,3.1.1);CVE-2020-24584;;;;;;;;
H;Insecure Permissions;https://snyk.io/vuln/SNYK-PYTHON-DJANGO-609368;django;[2.2,2.2.16),[3.0, 3.0.10),[3.1, 3.1.1);CVE-2020-24583;;;;;;;;
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-OPENAPIPYTHONCLIENT-598765;openapi-python-client;[,0.5.3);CVE-2020-15142;;https://github.com/triaxtec/openapi-python-client/commit/f7a56aae32cba823a77a84a1f10400799b19c19a;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-DJANGOCOUNCILMATIC-609306;django-councilmatic;[,2.5.9);;;https://github.com/datamade/la-metro-councilmatic/pull/643/commits/9daa14a0139b1d88f42a803de039564a95653ac8;;;;;https://github.com/datamade/django-councilmatic/issues/270;
M;Replay Attack;https://snyk.io/vuln/SNYK-PYTHON-CCF-609299;ccf;[,0.7);;;;;;;;https://github.com/microsoft/CCF/issues/419;
H;Arbitrary Shell Injection;https://snyk.io/vuln/SNYK-PYTHON-PYTORCHLIGHTNING-609296;pytorch-lightning;[,0.9.0);;;;;;;https://github.com/PyTorchLightning/pytorch-lightning/pull/2786;https://github.com/PyTorchLightning/pytorch-lightning/issues/2782;
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-SCALYRAGENT2-609295;scalyr-agent-2;[,2.1.10);CVE-2020-24715;;;;;;;;
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-FLASKCORS-608972;flask-cors;[,3.0.9);CVE-2020-25032;;;;;;https://github.com/corydolphin/flask-cors/pull/272;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-PDOC3-608847;pdoc3;[, 0.9.0);;;https://github.com/pdoc3/pdoc/commit/d9df475f5ab8afd2c45c920827ddd75fcb66b238;;;;;;
H;Remote Code Execution (RCE);https://snyk.io/vuln/SNYK-PYTHON-REDDISCORDBOT-608307;red-discordbot;[,3.3.12);CVE-2020-15147;;https://github.com/Cog-Creators/Red-DiscordBot/pull/4183/commits/e269ea0d3bc88417163c18431b1df38a9be92bfc;;;;https://github.com/Cog-Creators/Red-DiscordBot/pull/4183;;
H;Remote Code Execution (RCE);https://snyk.io/vuln/SNYK-PYTHON-REDDISCORDBOT-608308;red-discordbot;[,3.3.11);CVE-2020-15140;;https://github.com/Cog-Creators/Red-DiscordBot/pull/4175/commits/9ab536235bafc2b42c3c17d7ce26f1cc64482a81;;;;;;
L;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-OPENAPIPYTHONCLIENT-598766;openapi-python-client;[,0.5.3);CVE-2020-15141;;https://github.com/triaxtec/openapi-python-client/commit/3e7dfae5d0b3685abf1ede1bc6c086a116ac4746;;;;;;
L;Cleartext Storage of Sensitive Information;https://snyk.io/vuln/SNYK-PYTHON-DJANGOCELERYRESULTS-598234;django-celery-results;[,2.0.0);CVE-2020-17495;;;;;;https://github.com/celery/django-celery-results/pull/78;https://github.com/celery/django-celery-results/issues/142;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-DATASETTE-598229;datasette;[,0.46);;;https://github.com/simonw/datasette/commit/7f10f0f7664d474c1be82bf668829e3b736a3d2b;;;;;https://github.com/simonw/datasette/issues/918;
L;Uninitialized Memory Exposure;https://snyk.io/vuln/SNYK-PYTHON-ASYNCPG-597672;asyncpg;[,0.21.0);CVE-2020-17446;;https://github.com/MagicStack/asyncpg/commit/69bcdf5bf7696b98ee708be5408fd7d854e910d0;;;;;;
M;Cryptographic Issues;https://snyk.io/vuln/SNYK-PYTHON-IPADDRESS-590065;ipaddress;[0,];CVE-2020-14422;;;;;;https://github.com/phihag/ipaddress/pull/56;https://github.com/phihag/ipaddress/issues/55;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-597661;ansible;[,2.8.14),[2.9.0,2.9.12);CVE-2020-14330;;;;;;https://github.com/ansible/ansible/pull/70762/;;
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-TFTPY-597660;tftpy;[0,];;;;;;;;https://github.com/msoulier/tftpy/issues/110;
H;Authentication Bypass;https://snyk.io/vuln/SNYK-PYTHON-PYBCRYPT-597179;py-bcrypt;[,0.3);CVE-2013-1895;;;;;;;;https://nvd.nist.gov/vuln/detail/CVE-2013-1895
H;Command Injection;https://snyk.io/vuln/SNYK-PYTHON-OSC-597178;osc;[,0.151);CVE-2015-0778;;;;;;;;
L;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-NOVA-597177;nova;[,18.2.4),[9.0.0.0rc1,19.1.0),[20.0.0.0rc1,20.1.0);CVE-2015-9543;;;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-IPSILON-597174;ipsilon;[0.1.0, 1.0.1);CVE-2015-5216;;;;;;;;
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-MISPMALTEGO-597176;misp-maltego;[,1.4.5);CVE-2020-12889;;https://github.com/MISP/MISP-maltego/commit/3ccde66dab4096ab5663e69f352992cc73e1160b;;;;;;
M;Improper Input Validation;https://snyk.io/vuln/SNYK-PYTHON-MATRIXSYDENT-597175;matrix-sydent;[,1.0.2);CVE-2019-11340;;https://github.com/matrix-org/sydent/commit/4e1cfff53429c49c87d5c457a18ed435520044fc;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-597084;tensorflow;[0, 1.12.2);CVE-2019-9635;;;;;;;;
M;Authorization Bypass;https://snyk.io/vuln/SNYK-PYTHON-IHATEMONEY-595715;ihatemoney;[,4.1.5);CVE-2020-15120;;;;;;https://github.com/spiral-project/ihatemoney/pull/663;;
H;Arbitrary Code Execution;https://snyk.io/vuln/SNYK-PYTHON-PYYAML-590151;pyyaml;[0,5.4);CVE-2020-14343;;https://github.com/yaml/pyyaml/commit/a001f2782501ad2d24986959f0239a354675f9dc;;;;;https://github.com/yaml/pyyaml/issues/420;
H;Buffer Overflow;https://snyk.io/vuln/SNYK-PYTHON-BSDIFF4-590064;bsdiff4;[,1.2.0);CVE-2020-15904;;https://github.com/ilanschnell/bsdiff4/commit/49a4cee2feef7deaf9d89e5e793a8824930284d7;;;;;;
M;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-WAGTAIL-585980;wagtail;[,2.7.4),[2.8.0, 2.9.3);CVE-2020-15118;;https://github.com/wagtail/wagtail/commit/d9a41e7f24d08c024acc9a3094940199df94db34;https://github.com/wagtail/wagtail/blob/master/docs/releases/2.9.3.rst;;;;;
M;HTTP Response Splitting;https://snyk.io/vuln/SNYK-PYTHON-UVICORN-570471;uvicorn;[,0.11.7);CVE-2020-7695;;;;;;;;
L;Log Injection;https://snyk.io/vuln/SNYK-PYTHON-UVICORN-575560;uvicorn;[,0.11.7);CVE-2020-7694;;;;;;;;
M;Authentication Bypass;https://snyk.io/vuln/SNYK-PYTHON-JUPYTERHUBKUBESPAWNER-585938;jupyterhub-kubespawner;[,0.12.0);CVE-2020-15110;https://github.com/jupyterhub/kubespawner/security/advisories/GHSA-v7m9-9497-p9gr;https://github.com/jupyterhub/kubespawner/commit/3dfe870a7f5e98e2e398b01996ca6b8eff4bb1d0;;;;;;
H;Directory Traversal;https://snyk.io/vuln/SNYK-PYTHON-STARLETTE-573266;starlette;[0,0.13.5);;;;;;;https://github.com/encode/starlette/pull/985/files;https://github.com/encode/starlette/issues/981;
M;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-585821;ansible;[,2.8.14),[2.9.0, 2.9.12);CVE-2020-14332;;;;;;https://github.com/ansible/ansible/pull/71033;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-585819;apache-airflow;[0,1.10.11);CVE-2020-9485;;;;;;;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-585818;apache-airflow;[0,1.10.11);CVE-2020-11983;;;;;;;;
H;Remote Code Execution (RCE);https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-585817;apache-airflow;[0,1.10.11);CVE-2020-11978;;;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-CHANNELSREDIS-574718;channels-redis;[0,3.0.0);;;https://github.com/django/channels_redis/commit/c13b3453f976e23a617fc55f9748609c1692c8f0;;;;https://github.com/django/channels_redis/pull/184;https://github.com/django/channels_redis/issues/182;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-FREEWVS-584424;freewvs;[,0.1.1);CVE-2020-15101;;https://github.com/schokokeksorg/freewvs/commit/83a6b55c0435c69f447488b791555e6078803143;;;;;;
M;Denial of Service (DoS);https://snyk.io/vuln/SNYK-PYTHON-FREEWVS-584426;freewvs;[,0.1.1);CVE-2020-15100;;https://github.com/schokokeksorg/freewvs/commit/18bbf2043e53f69e0119d24f8ae4edb274afb9b2;;;;;;
H;Man-in-the-Middle (MitM);https://snyk.io/vuln/SNYK-PYTHON-DOGTAGPKI-584429;dogtag-pki;[0,];CVE-2020-15720;;https://github.com/dogtagpki/pki/commit/50c23ec146ee9abf28c9de87a5f7787d495f0b72;;;;;;
H;Insecure Default;https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-570290;apache-airflow;[0,1.10.11);CVE-2020-11982;;;;;;https://github.com/apache/airflow/pull/7205;;
H;Command Injection;https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-570291;apache-airflow;[0,1.10.11);CVE-2020-11981;;;;;;https://github.com/apache/airflow/pull/9178;;
M;Insufficiently Protected Credentials;https://snyk.io/vuln/SNYK-PYTHON-DJANGOTWOFACTORAUTH-575703;django-two-factor-auth;[,1.12);CVE-2020-15105;;https://github.com/Bouke/django-two-factor-auth/commit/454fd9842fa6e8bb772dbf0943976bc8e3335359;;;;;;
H;Command Injection;https://snyk.io/vuln/SNYK-PYTHON-GERAPY-572470;gerapy;[,0.9.3);CVE-2020-7698;;https://github.com/Gerapy/Gerapy/commit/e8446605eb2424717418eae199ec7aad573da2d2;;;;;;
H;Cross-site Scripting (XSS);https://snyk.io/vuln/SNYK-PYTHON-NETVIEL-575113;netviel;[,0.2);;;;;;;https://github.com/DavidMStraub/netviel/pull/4;;
H;Information Exposure;https://snyk.io/vuln/SNYK-PYTHON-NETVIEL-575114;netviel;[,0.2);;;;;;;https://github.com/DavidMStraub/netviel/pull/4;;
H;Deserialization of Untrusted Data;https://snyk.io/vuln/SNYK-PYTHON-BEAKER-575115;beaker;[0,];CVE-2013-7489;;;;;;;https://github.com/bbangert/beaker/issues/191;
H;Arbitrary Code Injection;https://snyk.io/vuln/SNYK-PYTHON-TTRV-575110;ttrv;[,1.27.0);;;;;;;;;
